"ID","name","cre_id","lat","lng","regular","premium","diesel"
"10046","Servicio Castellana SA de CV","PL/9048/EXP/ES/2015","19.34276","-98.86344","23.39",NA,NA
"10047","GASOLINERA URUAPAN SA DE CV","PL/9004/EXP/ES/2015","19.41691","-102.0337",NA,"24.99",NA
"10048","SUPER SERVICIOS SANTA ANA S A DE C V","PL/8921/EXP/ES/2015","19.16984","-102.5476",NA,NA,"25.98"
"10049","ESTACION DE SERVICIO TEOJOMULCO S.A. DE C.V.","PL/9072/EXP/ES/2015","16.58627","-97.23229","24.3",NA,NA
"10050","Comercializadora Kayro SA de CV","PL/9024/EXP/ES/2015","18.43686","-95.19369","23.99",NA,NA
"10051","AUTO SERVICIO COMERCIAL BACHICUY SA DE CV","PL/8894/EXP/ES/2015","31.31834","-109.5156","19.49",NA,NA
"10052","SERVICIO CERRO GORDO, S.A. DE C.V.","PL/8937/EXP/ES/2015","19.5469","-99.05339",NA,NA,"23.99"
"10053","SERVICIO TEPEACA S.A. DE C.V.","PL/9113/EXP/ES/2015","18.9769","-97.90289","22.6",NA,NA
"10054","ESTACION PIRU, S.A. DE C.V.","PL/8929/EXP/ES/2015","27.48241","-109.9296","23.99",NA,NA
"10055","SERVICIO SANTO DOMINGO AXAPUSCO SA DE CV ","PL/8983/EXP/ES/2015","19.70175","-98.75463","23.6",NA,NA
"10056","GASOLINERA Y SERVICIOS RIO HUMAYA SA DE CV","PL/9205/EXP/ES/2015","24.8329","-107.4079",NA,"26.95",NA
"10057","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9154/EXP/ES/2015","25.74801","-100.3858",NA,NA,"16.46"
"10058","IRMA ELOISA NAVA REYES","PL/8975/EXP/ES/2015","21.31133","-97.73738",NA,"23.5",NA
"10059","Operadora Nextremor S.A. de C.V.","PL/8971/EXP/ES/2015","19.74194","-99.08971",NA,"23.55",NA
"10060","Estación 0231, S.A. de C.V. ","PL/9063/EXP/ES/2015","19.63547","-99.10651",NA,"24.49",NA
"10061","GASOLEDAD S.A. DE C.V.","PL/9079/EXP/ES/2015","22.18957","-100.9291","22.85",NA,NA
"10062","SERVICIO GARLO, S.A. DE C.V.","PL/9008/EXP/ES/2015","19.8561","-100.8303","23.85",NA,NA
"10063","GASOLINERA LA CAPACHA SA DE CV","PL/9071/EXP/ES/2015","20.54256","-103.4217",NA,"26.51",NA
"10064","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8927/EXP/ES/2015","16.23467","-93.89707","23.49",NA,NA
"10065","ESTACION DE SERVICIO MADERO, SA DE CV.","PL/8959/EXP/ES/2015","22.32658","-97.87581",NA,"23.99",NA
"10066","ORALIA ADAME GONZALEZ","PL/9132/EXP/ES/2015","29.03936","-107.4756","20.21",NA,NA
"10067","Super Servicio El Cortijo SA de CV","PL/9052/EXP/ES/2015","20.47146","-99.20643",NA,"24.25",NA
"10068","GASOLINERA EL DIAMANTE, S.A. DE C.V.","PL/8953/EXP/ES/2015","18.65971","-100.9","24.98",NA,NA
"10069","COMERCIALIZADORA DE HIDROCARBUROS DE LEÓN, S.A. DE C.V.","PL/8874/EXP/ES/2015","21.1384","-101.6244",NA,NA,"25.06"
"10070","GARZE COMBUSTIBLES SA DE CV","PL/9014/EXP/ES/2015","23.73693","-99.12599","23.32",NA,NA
"10071","GASOLINERA FOS CERRO AZUL, SA DE CV.","PL/9195/EXP/ES/2015","21.18484","-97.74355","23.4",NA,NA
"10072","SERVICIO NUEVA ESPAÑA SA DE CV","PL/8910/EXP/ES/2015","20.61692","-103.3924",NA,"24.49",NA
"10073","Servicio Telix, S.A. de C.V.","PL/9033/EXP/ES/2015","19.38761","-99.00348",NA,"25.59",NA
"10074","Servicio 1 de Mayo, S.A. de C.V.","PL/9127/EXP/ES/2015","19.78861","-99.05937",NA,"24.64",NA
"10075","SERVICIO LOS DELFINES SA DE CV","PL/8978/EXP/ES/2015","20.74036","-103.4254",NA,"25.49",NA
"10076","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8925/EXP/ES/2015","19.37263","-99.09904",NA,"25.99",NA
"10077","SERVIGAZ GONZALITOS, S.A. DE C.V.","PL/9080/EXP/ES/2015","25.6974","-100.3511",NA,"26.49",NA
"10078","RGA SERVIGAZ, S.A. DE C.V.","PL/9082/EXP/ES/2015","25.69955","-100.2934","21.99",NA,NA
"10079","ROSARIO HERNANDEZ RODRIGUEZ","PL/9171/EXP/ES/2015","20.23039","-99.9035",NA,"24.99",NA
"10080","E.S.G.E.S. S.A DE C.V","PL/9179/EXP/ES/2015","18.63151","-91.82518","24.49",NA,NA
"10081","SERVICIOS EL PALMAR VERDE SA DE CV","PL/8941/EXP/ES/2015","24.87527","-107.4754",NA,"24.74",NA
"10082","ANA BERTHA GUERRA HINOJOSA","PL/9122/EXP/ES/2015","25.66792","-97.8144",NA,NA,"23.19"
"10083","GRUPO ENER GAS, S.A. DE C.V.","PL/9076/EXP/ES/2015","18.93579","-99.19606","23.65",NA,NA
"10084","Gasolinera Agricola S.A. de C.V.","PL/9011/EXP/ES/2015","31.13653","-108.2612","21.29",NA,NA
"10085","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9172/EXP/ES/2015","25.58971","-100.2495","23.99",NA,NA
"10086","OSCAR ISAURO LOPEZ ROMERO","PL/8979/EXP/ES/2015","16.33738","-92.55905",NA,NA,"24.36"
"10087","INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN,","PL/9075/EXP/ES/2015","19.41413","-99.29964","24.29",NA,NA
"10088","SERVICIO EXPRESS COYOTEPEC, S.A. DE C.V. ","PL/9022/EXP/ES/2015","19.79166","-99.18074","23.19",NA,NA
"10089","HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.","PL/9047/EXP/ES/2015","19.83909","-98.97277","23.99",NA,NA
"10090","GASOLINERA REFORMA, SA DE CV","PL/9005/EXP/ES/2015","32.51508","-116.9813",NA,"25.19",NA
"10091","SERVICIO REGIO CUATRO, S.A. DE C.V.","PL/8872/EXP/ES/2015","18.26939","-93.3137",NA,"18.6",NA
"10092","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/8882/EXP/ES/2015","25.69572","-100.2328",NA,"27.39",NA
"10093","GASOLINERA LOS PRIMOS POBLANA, S.A. DE C.V.","PL/9036/EXP/ES/2015","19.08311","-98.16482",NA,"22.95",NA
"10094","PARADOR LOS MEZQUITES S.A. DE C.V.","PL/8976/EXP/ES/2015","28.52793","-105.9388","22.18",NA,NA
"10095","GASOLINERAS SURMEX SA DE CV ","PL/9128/EXP/ES/2015","19.88164","-97.58728","23.29",NA,NA
"10096","Combustibles Yañez SA de CV","PL/9029/EXP/ES/2015","19.18927","-96.1678","22.4",NA,NA
"10097","MULTISERVICIOS ANAHUAC, S.A. DE C.V.","PL/9198/EXP/ES/2015","25.77541","-97.77749","18.09",NA,NA
"10098","E.S.G.E.S. S.A DE C.V","PL/9100/EXP/ES/2015","18.11396","-92.86486","22.89",NA,NA
"10099","PISA COMBUSTIBLES, S.A. DE C.V.","PL/9190/EXP/ES/2015","19.39304","-98.12947",NA,"23.95",NA
"10100","Servicio Candedo SA de CV","PL/9053/EXP/ES/2015","19.53164","-99.06898","23.49",NA,NA
"10101","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/8883/EXP/ES/2015","25.67752","-100.4762","24.99",NA,NA
"10102","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9153/EXP/ES/2015","25.67489","-100.3718",NA,NA,"16.46"
"10103","COMBUSTIBLE LA ESTANCIA S.A. DE C.V.","PL/9041/EXP/ES/2015","19.24521","-103.7583",NA,NA,"25.83"
"10104","LILIANA CARMONA GUERRERO","PL/8870/EXP/ES/2015","18.75744","-98.77985","23.1",NA,NA
"10105","Servicio Grillos SA de CV","PL/9057/EXP/ES/2015","19.31297","-99.63487","21.97",NA,NA
"10106","GASOLINERIA DOÑA PURE SA DE CV","PL/9061/EXP/ES/2015","20.70161","-99.82116",NA,"24.29",NA
"10107","ANDRES CRUZ JARAMILLO","PL/8875/EXP/ES/2015","19.0665","-100.2465",NA,NA,"25.99"
"10108","SERVICIO GASA, S. A. DE C. V.","PL/9017/EXP/ES/2015","25.74002","-100.3023",NA,"25.99",NA
"10109","SERVICIO ARCHUNDIA, S. A. DE C. V.","PL/8920/EXP/ES/2015","19.98336","-99.61205",NA,"24.95",NA
"10110","Gasolineria el rosario S.A. de C.V.","PL/9032/EXP/ES/2015","20.10227","-99.22205",NA,"24.63",NA
"10111","SERVICIO 3 ESTRELLAS Y S.A. DE C.V.","PL/9139/EXP/ES/2015","19.16636","-98.22694","22.86",NA,NA
"10112","SERVICIO TEPEACA S.A. DE C.V.","PL/9112/EXP/ES/2015","18.95654","-97.90143",NA,"24.3",NA
"10113","SERVICIO GIRASOLES DEL SUR, S.A. DE C.V.","PL/9165/EXP/ES/2015","18.60821","-98.40276","23.69",NA,NA
"10114","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8902/EXP/ES/2015","18.85037","-99.17908","23.99",NA,NA
"10115","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8938/EXP/ES/2015","20.67516","-103.3572",NA,"25.99",NA
"10116","CARLOS HERNAN FIGUEROA MARTINEZ","PL/9136/EXP/ES/2015","18.94394","-88.18704",NA,"25.5",NA
"10117","Servicio Industrial Umán, S.A de C.V","PL/8932/EXP/ES/2015","20.91687","-89.70283",NA,"25.39",NA
"10118","ESTACION DE SERVICIO HANDALL, S.A. DE C.V.","PL/8968/EXP/ES/2015","18.53057","-88.31246","23.14",NA,NA
"10119","SERVICIO DEMOCRACIA SA DE CV","PL/8949/EXP/ES/2015","23.72552","-99.15569","24.35",NA,NA
"10120","ALBERTO RAMIREZ TORRES","PL/9042/EXP/ES/2015","19.02517","-98.21362","23.18",NA,NA
"10121","GASOLINERA PLATON SANCHEZ S.A. DE C.V.","PL/9056/EXP/ES/2015","21.27385","-98.3709","23.95",NA,NA
"10122","YSYGUIEL PEÑA CHAIDEZ","PL/9126/EXP/ES/2015","24.49964","-107.1535",NA,"26.3",NA
"10123","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9110/EXP/ES/2015","21.13041","-101.6581",NA,NA,"25.83"
"10124","ESTACION DE SERV. AUTOP. MEXICO PUEBLA S.A. DE C.V","PL/9188/EXP/ES/2015","19.09754","-98.23159",NA,"24.7",NA
"10125","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/8904/EXP/ES/2015","25.56274","-103.4314",NA,NA,NA
"10126","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9175/EXP/ES/2015","25.62226","-100.2813",NA,"27.49",NA
"10127","COMBUSTIBLES Y LUBRICANTES DE CUAUHTEMOC S A DE C ","PL/8889/EXP/ES/2015","24.28775","-103.8102","23.5",NA,NA
"10128","SERVICIO SAN FRANCISCO DEL MEZQUITAL S.A. DE C.V.","PL/9117/EXP/ES/2015","23.48203","-104.3873","24.0",NA,NA
"10129","MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.","PL/8899/EXP/ES/2015","22.14736","-102.2939",NA,"25.99",NA
"10130","ESTACION DE SERVICIO EL JACAL, S.A. DE C.V.","PL/9035/EXP/ES/2015","19.4018","-100.0853","24.29",NA,NA
"10131","Servicio Coaxal S.A. de C.V.","PL/8897/EXP/ES/2015","19.41887","-97.00097",NA,"25.07",NA
"10132","TEN GAS, S. A. DE C. V.","PL/8946/EXP/ES/2015","18.84073","-97.11317",NA,NA,"25.74"
"10133","SERVICIO RAMOS SA DE CV","PL/8892/EXP/ES/2015","20.88977","-89.74234","23.49",NA,NA
"10134","HIDROCARBUROS EL CAMINO S.A. DE C.V.","PL/9184/EXP/ES/2015","18.33636","-95.83135","24.38",NA,NA
"10135","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9173/EXP/ES/2015","25.80798","-100.3897","26.49",NA,NA
"10136","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8907/EXP/ES/2015","19.3505","-99.16377","24.29",NA,NA
"10137","GASOLINERA GOMO SA DE CV","PL/9196/EXP/ES/2015","27.44366","-109.9398","23.99",NA,NA
"10138","Hidrocarburos La Marquesilla, S.A. de C.V.","PL/9185/EXP/ES/2015","18.00674","-95.25892","23.18",NA,NA
"10139","ESTACION DE SERVICIO AYUTLA SA DE CV","PL/8869/EXP/ES/2015","16.99312","-99.25504","24.99",NA,NA
"10140","SAMUEL CHAVEZ VILLALOBOS","PL/8951/EXP/ES/2015","26.93616","-105.6396",NA,"25.4",NA
"10141","GASOLINERA MIRAMONTES DE MOMAX SUCESORES S DE RL DE CV ","PL/9023/EXP/ES/2015","21.93075","-103.3111",NA,"25.8",NA
"10142","AEROGAS DE SAN LUIS, SA DE CV","PL/8942/EXP/ES/2015","22.86672","-100.1652",NA,"25.48",NA
"10143","Mordup Combustibles S.A. de C.V.","PL/8969/EXP/ES/2015","19.6508","-99.38654",NA,"23.84",NA
"10144","SERVICIO 3 ESTRELLAS Y S.A. DE C.V.","PL/9142/EXP/ES/2015","19.18879","-98.2383","22.65",NA,NA
"10145","SERVICIO ACAPULCO  DIAMANTE  S.A. DE C.V. ","PL/9019/EXP/ES/2015","16.87346","-99.86656",NA,"25.1",NA
"10146","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9108/EXP/ES/2015","25.40418","-100.9993","23.99",NA,NA
"10147","E.S.G.E.S. S.A DE C.V","PL/9092/EXP/ES/2015","18.53543","-92.63849",NA,"24.29",NA
"10148","TEUTILA ORANTES RUIZ","PL/9189/EXP/ES/2015","15.30016","-92.66661","23.69",NA,NA
"10149","GASOLINERA FOY CABO ROJO, SA DE CV.","PL/9202/EXP/ES/2015","21.27712","-97.44563",NA,"25.54",NA
"10150","GASOLINERA OMEGA MATEHUALA I SA DE CV","PL/9021/EXP/ES/2015","23.61633","-100.6078","24.81",NA,NA
"10151","SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.","PL/8887/EXP/ES/2015","31.62663","-106.3712",NA,"20.59",NA
"10152","MULTISERVICIO OBREGON S.A. DE C.V.","PL/9148/EXP/ES/2015","28.75064","-106.9077","22.5",NA,NA
"10153","E.S.G.E.S. S.A DE C.V","PL/9088/EXP/ES/2015","18.78838","-91.49331",NA,NA,"26.29"
"10154","MULTISERVICIOS MILCUMBRES S.A. DE C.V. ","PL/9111/EXP/ES/2015","19.68754","-101.1205","23.9",NA,NA
"10155","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9152/EXP/ES/2015","25.7447","-100.1807","23.99",NA,NA
"10156","SUPER SERVICIO POZA RICA SA","PL/8893/EXP/ES/2015","20.53428","-97.47133","15.13",NA,NA
"10157","EDUARDO PERALTA ENCINAS","PL/9031/EXP/ES/2015","29.11219","-110.9743",NA,"26.5",NA
"10158","COMERCIALIZADORA DHEM, S.A. DE C.V.","PL/9043/EXP/ES/2015","19.00437","-98.2063",NA,"23.89",NA
"10159","JOSE MAURICIO NUÑEZ MARTINEZ","PL/9182/EXP/ES/2015","32.53925","-117.0404",NA,"24.54",NA
"10160","HUGO ALBERTO GALVAN GARCIA","PL/8884/EXP/ES/2015","24.85899","-98.14226","23.8",NA,NA
"10161","Combustibles y Lubricantes Cazones SA de CV","PL/9081/EXP/ES/2015","20.70155","-97.31071","23.6",NA,NA
"10162","AUTOSERVICIO TAXIMAROA, S.A. DE C.V.","PL/8915/EXP/ES/2015","19.68605","-100.522",NA,"25.69",NA
"10163","Fonatur Tren Maya, S. A. de C. V.","PL/8873/EXP/ES/2015","27.92268","-110.8843","25.2",NA,NA
"10164","Gasolinera Tlatlauqui, S.A. de C.V.","PL/8891/EXP/ES/2015","19.8456","-97.49754",NA,"23.39",NA
"10165","COMBUSTIBLES LA POCHOTA, S.A. DE C.V.","PL/8962/EXP/ES/2015","18.24506","-96.12211","23.29",NA,NA
"10166","OPERADORA JOVEL SA DE CV","PL/9099/EXP/ES/2015","16.71666","-92.62827","23.05",NA,NA
"10167","SAMUEL CHAVEZ VILLALOBOS","PL/8950/EXP/ES/2015","26.91738","-105.6718","23.5",NA,NA
"10168","E.S.G.E.S. S.A DE C.V","PL/9180/EXP/ES/2015","18.51884","-88.32508","23.89",NA,NA
"10169","GONBRIZ SA DE CV","PL/8957/EXP/ES/2015","18.52229","-102.3712",NA,NA,"24.99"
"10170","Servicio El Sauz Amarillo AG, S.A. de C.V.","PL/8954/EXP/ES/2015","21.33748","-101.928","23.89",NA,NA
"10171","Servicios Ecológicos Chichen Itza S.A. de C.V.","PL/9010/EXP/ES/2015","20.59072","-103.4432","23.15",NA,NA
"10172","E.S.G.E.S. S.A DE C.V","PL/9096/EXP/ES/2015","17.51505","-91.99704",NA,"24.89",NA
"10173","GASOLINERA MASTER, S.A. DE C.V.","PL/9039/EXP/ES/2015","19.05304","-98.1561",NA,"22.5",NA
"10174","Servicio del Nordeste, S.A. de C.V.","PL/8974/EXP/ES/2015","25.83519","-97.50996",NA,NA,NA
"10175","SUPER SERVICIO HUANIQUEO, S.A. DE C.V.","PL/9013/EXP/ES/2015","19.88701","-101.5083",NA,"25.59",NA
"10176","BURGOS PLUS GASOLINERAS S.A. DE C.V.","PL/9067/EXP/ES/2015","26.06993","-98.29169",NA,"22.98",NA
"10177","NESTOR RODRIGUEZ DOMINGUEZ","PL/8986/EXP/ES/2015","18.36517","-99.52849",NA,"25.46",NA
"10178","GrupoGarivedeMexicoDistribuidoradePetroliferosSACV","PL/9034/EXP/ES/2015","19.28675","-98.92046","23.39",NA,NA
"10179","Gomalva, S.A. de C.V. ","PL/9141/EXP/ES/2015","19.27393","-98.88277",NA,"23.99",NA
"10180","AUTOSERVICIO ARBUSTO, S.A. DE C.V.","PL/8917/EXP/ES/2015","19.2539","-99.72745","23.64",NA,NA
"10181","SERVICIO COLIMAN SA DE CV","PL/8972/EXP/ES/2015","19.2294","-103.7233",NA,"25.39",NA
"10182","GASOLINERA BORJA, S.A DE C.V.","PL/8991/EXP/ES/2015","27.46383","-110.1167",NA,NA,"24.99"
"10183","GASBEL LA PLAYA S.A DE C.V.","PL/9030/EXP/ES/2015","20.9577","-97.34456",NA,NA,NA
"10184","E.S.G.E.S. S.A DE C.V","PL/9101/EXP/ES/2015","19.86245","-90.53039",NA,NA,NA
"10185","Combustibles y Lubricantes Ayotoxco SA de CV","PL/9083/EXP/ES/2015","20.09914","-97.39963","23.8",NA,NA
"10186","JOSE MANUEL JAVIER CERVANTES LOPEZ","PL/9134/EXP/ES/2015","19.20909","-98.24053",NA,NA,"23.78"
"10187","COMBUSTIBLES VELARDE ESPINOZA SA DE CV","PL/8922/EXP/ES/2015","25.78401","-108.981","25.45",NA,NA
"10188","E.S.G.E.S. S.A DE C.V","PL/9178/EXP/ES/2015","18.00373","-94.55573","22.79",NA,NA
"10189","ESTACION DE SERVICIO LAJA, SA DE CV","PL/8885/EXP/ES/2015","20.71585","-100.7749","22.99",NA,NA
"10190","E.S.G.E.S. S.A DE C.V","PL/9093/EXP/ES/2015","19.83147","-90.49567",NA,"25.69",NA
"10191","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9150/EXP/ES/2015","25.60012","-99.97034",NA,"27.39",NA
"10192","CARLOS ROMEO HERRERA OROPEZA","PL/8886/EXP/ES/2015","20.05608","-97.37515","24.2",NA,NA
"10193","Combustibles y Lubricantes Poliforum, S.A de C.V","PL/8934/EXP/ES/2015","20.94455","-89.59229",NA,"25.39",NA
"10194","HOMERO AYUP ROMERO","PL/9060/EXP/ES/2015","25.53258","-103.3964",NA,"25.19",NA
"10195","Servicio Tren  SA de CV","PL/9062/EXP/ES/2015","19.35409","-98.96363",NA,"23.85",NA
"10196","GASOLINERA LA GRULLITA S.A DE C.V ","PL/8933/EXP/ES/2015","32.43367","-114.8213","20.05",NA,NA
"10197","MOMA COMBUSTIBLES S.A. DE C.V.","PL/8961/EXP/ES/2015","18.11319","-96.00312",NA,NA,NA
"10198","AUTOSERVICIO TONALA, S.A. DE C.V.","PL/8955/EXP/ES/2015","20.67047","-103.222","24.81",NA,NA
"10199","COMBUSTIBLES AMECAMECA, S.A. DE C.V.","PL/8918/EXP/ES/2015","19.11202","-98.77611",NA,"24.99",NA
"10200","MYRNA ELIZABETH CABANILLAS CARRILLO","PL/9144/EXP/ES/2015","25.05481","-107.9059","23.39",NA,NA
"10201","GASERVICIO EL LLANITO QUIROGA SA DE CV","PL/8914/EXP/ES/2015","29.04776","-110.9627",NA,"27.19",NA
"10202","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9161/EXP/ES/2015","25.64812","-100.1885","22.99",NA,NA
"10203","PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.","PL/8958/EXP/ES/2015","32.47347","-114.7494","20.09",NA,NA
"10204","MULTISERVICIOS DZILBACHEN, S.A. DE C.V.","PL/9003/EXP/ES/2015","19.457","-89.74046","24.19",NA,NA
"10205","HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.","PL/9045/EXP/ES/2015","19.84828","-98.97367","23.99",NA,NA
"10206","SERVICIO CIRCULO GL, S.A. DE C.V.","PL/9193/EXP/ES/2015","27.49938","-109.9295",NA,"25.99",NA
